Invoice_ID,Date,Product,Category,Region,Customer,Units_Sold,Unit_Price,Discount,Payment_Method,Salesperson,Sales,Cost,Profit,Month,Quarter,Year
INV-047244,2020-12-25,Product_33,Electronics,South,Customer_920,28,377.58,0.05,Bank Transfer,Salesperson_83,10043.63,5138.73,4904.9,12,4,2020
INV-020848,2019-08-19,Product_7,Toys,South,Customer_61,19,291.18,0.2,Debit Card,Salesperson_30,4425.94,3137.32,1288.62,8,3,2019
INV-044616,2018-11-27,Product_2,Toys,West,Customer_784,45,97.32,0.26,Credit Card,Salesperson_75,3240.76,2042.35,1198.41,11,4,2018
INV-041941,2018-01-05,Product_47,Toys,East,Customer_202,9,392.33,0.26,Bank Transfer,Salesperson_77,2612.92,1821.85,791.07,1,1,2018
INV-012353,2019-09-30,Product_25,Clothing,Central,Customer_936,10,280.19,0.21,Debit Card,Salesperson_83,2213.5,1450.77,762.73,9,3,2019
INV-045881,2022-07-22,Product_35,Sports,West,Customer_784,2,324.36,0.0,Cash,Salesperson_70,648.72,397.94,250.78,7,3,2022
INV-021244,2018-03-29,Product_6,Sports,West,Customer_797,39,484.6,0.04,PayPal,Salesperson_30,18143.42,8910.56,9232.86,3,1,2018
INV-036628,2020-03-04,Product_1,Electronics,South,Customer_751,48,147.68,0.29,PayPal,Salesperson_36,5032.93,3663.65,1369.28,3,1,2020
INV-044719,2018-09-29,Product_20,Toys,North,Customer_604,15,42.78,0.26,Credit Card,Salesperson_98,474.86,317.58,157.28,9,3,2018
INV-048997,2021-10-03,Product_18,Electronics,North,Customer_867,37,252.95,0.07,Cash,Salesperson_31,8704.01,6282.14,2421.87,10,4,2021
INV-020122,2019-11-29,Product_37,Toys,Central,Customer_547,49,172.93,0.0,Cash,Salesperson_77,8473.57,5625.64,2847.93,11,4,2019
INV-029784,2022-02-08,Product_32,Sports,East,Customer_944,14,321.32,0.22,Cash,Salesperson_68,3508.81,2711.92,796.89,2,1,2022
INV-003178,2020-07-07,Product_13,Sports,South,Customer_912,28,87.74,0.1,Bank Transfer,Salesperson_94,2211.05,1027.93,1183.12,7,3,2020
INV-000343,2022-09-10,Product_10,Clothing,Central,Customer_239,17,498.56,0.14,Debit Card,Salesperson_4,7288.95,4938.43,2350.52,9,3,2022
INV-047058,2018-07-13,Product_30,Sports,North,Customer_492,18,249.42,0.19,PayPal,Salesperson_63,3636.54,2388.82,1247.72,7,3,2018
INV-027834,2018-12-24,Product_2,Toys,Central,Customer_148,25,81.76,0.2,Credit Card,Salesperson_89,1635.2,1307.07,328.13,12,4,2018
INV-012005,2020-11-06,Product_27,Electronics,Central,Customer_454,38,439.69,0.08,Cash,Salesperson_98,15371.56,8305.26,7066.3,11,4,2020
INV-019944,2018-01-21,Product_48,Sports,East,Customer_251,3,399.02,0.14,Cash,Salesperson_16,1029.47,596.04,433.43,1,1,2018
INV-026822,2018-05-18,Product_45,Electronics,West,Customer_63,23,246.96,0.29,Cash,Salesperson_61,4032.86,3765.66,267.2,5,2,2018
INV-034588,2022-11-02,Product_46,Sports,North,Customer_396,19,288.13,0.06,Cash,Salesperson_68,5146.0,3341.72,1804.28,11,4,2022
INV-026443,2022-06-06,Product_23,Home & Garden,South,Customer_116,35,235.7,0.19,Bank Transfer,Salesperson_82,6682.1,4592.68,2089.42,6,2,2022
INV-020241,2019-01-09,Product_13,Clothing,Central,Customer_589,13,243.63,0.07,Debit Card,Salesperson_49,2945.49,2124.63,820.86,1,1,2019
INV-027220,2018-04-25,Product_37,Sports,North,Customer_13,7,146.14,0.27,Cash,Salesperson_80,746.78,411.71,335.07,4,2,2018
INV-025827,2020-05-29,Product_44,Clothing,North,Customer_498,45,219.28,0.05,PayPal,Salesperson_14,9374.22,5254.97,4119.25,5,2,2020
INV-041793,2020-06-22,Product_22,Home & Garden,North,Customer_610,47,65.43,0.05,Debit Card,Salesperson_98,2921.45,2089.03,832.42,6,2,2020
INV-029189,2020-01-30,Product_1,Toys,West,Customer_574,5,295.45,0.26,Bank Transfer,Salesperson_48,1093.16,769.44,323.72,1,1,2020
INV-004491,2018-04-27,Product_43,Electronics,Central,Customer_555,15,63.72,0.27,Bank Transfer,Salesperson_1,697.73,607.14,90.59,4,2,2018
INV-029030,2021-01-07,Product_19,Home & Garden,West,Customer_524,44,189.84,0.26,Credit Card,Salesperson_29,6181.19,3929.86,2251.33,1,1,2021
INV-009312,2020-09-12,Product_4,Home & Garden,East,Customer_87,45,70.8,0.16,Debit Card,Salesperson_5,2676.24,2179.88,496.36,9,3,2020
INV-002129,2019-06-21,,Toys,West,Customer_79,7,392.23,0.27,PayPal,Salesperson_90,2004.3,1287.14,717.16,6,2,2019
INV-012437,2021-01-09,Product_42,Clothing,South,Customer_627,35,226.99,0.16,Bank Transfer,Salesperson_40,6673.51,4462.71,2210.8,1,1,2021
INV-020153,2018-06-30,Product_33,Clothing,South,Customer_188,12,217.8,0.1,PayPal,Salesperson_49,2352.24,1148.91,1203.33,6,2,2018
INV-028234,2021-07-19,Product_2,Sports,West,Customer_353,37,270.42,0.13,Bank Transfer,Salesperson_28,8704.82,4062.21,4642.61,7,3,2021
INV-001884,2020-04-12,Product_22,Toys,West,Customer_161,14,342.98,0.25,Bank Transfer,Salesperson_87,3601.29,2542.39,1058.9,4,2,2020
INV-040886,2022-08-17,Product_12,Home & Garden,West,Customer_738,2,10.5,0.01,Cash,Salesperson_87,20.79,14.4,6.39,8,3,2022
INV-011077,2022-04-30,Product_7,Home & Garden,North,Customer_622,10,351.08,0.29,Cash,Salesperson_97,2492.67,2410.89,81.78,4,2,2022
INV-011386,2020-08-28,Product_40,Toys,Central,Customer_594,16,131.52,0.24,PayPal,Salesperson_24,1599.28,1216.13,383.15,8,3,2020
INV-010162,2020-08-30,Product_47,Sports,East,Customer_47,16,286.08,0.0,Cash,Salesperson_81,4577.28,2129.23,2448.05,8,3,2020
INV-006023,2019-02-23,Product_12,Home & Garden,South,Customer_234,44,134.03,0.08,Bank Transfer,Salesperson_21,5425.53,2794.56,2630.97,2,1,2019
INV-013404,2018-04-12,Product_18,Electronics,East,Customer_673,16,160.12,0.13,PayPal,Salesperson_23,2228.87,1465.31,763.56,4,2,2018
INV-042690,2019-02-19,Product_2,Clothing,West,Customer_134,44,97.54,0.22,Cash,Salesperson_67,3347.57,2632.8,714.77,2,1,2019
INV-021792,2022-05-10,Product_49,Clothing,East,Customer_182,14,460.48,0.09,Credit Card,Salesperson_89,5866.52,2667.22,3199.3,5,2,2022
INV-033349,2018-06-05,Product_3,Home & Garden,South,Customer_600,21,494.2,0.13,Cash,Salesperson_82,9029.03,4887.77,4141.26,6,2,2018
INV-027396,2022-07-03,Product_19,Home & Garden,East,Customer_946,47,287.8,0.16,Debit Card,Salesperson_39,11362.34,6019.57,5342.77,7,3,2022
INV-023149,2020-07-14,Product_49,Clothing,East,Customer_125,38,194.63,0.01,Cash,Salesperson_3,7321.98,3631.48,3690.5,7,3,2020
INV-047010,2018-09-11,Product_23,Clothing,North,Customer_239,24,193.2,0.26,PayPal,Salesperson_17,3431.23,2625.28,805.95,9,3,2018
INV-022905,2020-10-08,Product_30,Clothing,East,Customer_972,26,199.14,0.07,Bank Transfer,Salesperson_46,4815.21,3230.85,1584.36,10,4,2020
INV-009259,2021-03-10,Product_33,Clothing,East,Customer_736,34,11.95,0.22,Debit Card,Salesperson_8,316.91,219.22,97.69,3,1,2021
INV-026398,2018-09-04,Product_46,Toys,East,Customer_970,35,56.11,0.19,Credit Card,Salesperson_31,1590.72,887.96,702.76,9,3,2018
INV-043586,2020-03-13,Product_16,Sports,South,Customer_692,22,443.5,0.11,Debit Card,Salesperson_7,8683.73,6699.96,1983.77,3,1,2020
INV-016616,2018-10-12,Product_21,Clothing,South,Customer_139,19,480.19,0.3,Credit Card,Salesperson_83,6386.53,5967.38,419.15,10,4,2018
INV-040897,2021-04-08,Product_28,Clothing,South,Customer_875,21,353.02,0.2,,Salesperson_25,5930.74,5147.23,783.51,4,2,2021
INV-016928,2019-02-02,Product_28,Toys,South,Customer_576,46,310.93,0.17,Debit Card,Salesperson_40,11871.31,9560.02,2311.29,2,1,2019
INV-026348,2019-04-26,Product_4,Sports,East,Customer_855,1,449.83,0.16,Debit Card,Salesperson_90,377.86,278.94,98.92,4,2,2019
INV-036392,2022-12-20,Product_46,Home & Garden,Central,Customer_558,25,211.18,0.17,Credit Card,Salesperson_31,4381.98,2880.75,1501.23,12,4,2022
INV-014329,2018-10-12,Product_30,Home & Garden,South,Customer_189,21,181.46,0.19,Credit Card,Salesperson_79,3086.63,2489.54,597.09,10,4,2018
INV-025841,2020-07-27,Product_47,Sports,North,Customer_366,23,412.06,0.17,Bank Transfer,Salesperson_30,7866.23,3797.66,4068.57,7,3,2020
INV-029672,2018-01-22,Product_18,Electronics,North,Customer_486,47,214.79,0.17,PayPal,Salesperson_14,8378.96,4257.63,4121.33,1,1,2018
INV-046252,2021-12-20,Product_33,Sports,North,Customer_557,23,464.8,0.3,PayPal,Salesperson_96,7483.28,7323.33,159.95,12,4,2021
INV-045677,2019-11-26,Product_44,Clothing,South,Customer_999,33,299.53,0.12,Bank Transfer,Salesperson_66,8698.35,4953.59,3744.76,11,4,2019
INV-022737,2022-04-05,Product_3,Clothing,West,Customer_528,47,468.87,0.29,Cash,Salesperson_5,15646.19,9661.4,5984.79,4,2,2022
INV-028405,2018-05-02,Product_26,Clothing,Central,Customer_559,11,18.58,0.01,Credit Card,Salesperson_23,202.34,118.68,83.66,5,2,2018
INV-044208,2019-03-29,Product_50,Sports,East,Customer_152,48,221.97,0.05,Credit Card,Salesperson_30,10121.83,5777.62,4344.21,3,1,2019
INV-040522,2020-08-21,Product_29,Sports,North,Customer_779,11,411.33,0.11,PayPal,Salesperson_57,4026.92,2451.49,1575.43,8,3,2020
INV-033864,2021-04-29,Product_42,Electronics,East,Customer_936,43,41.77,0.05,Debit Card,Salesperson_80,1706.3,1186.59,519.71,4,2,2021
INV-028199,2019-05-06,Product_4,Sports,South,Customer_120,22,486.49,0.06,Cash,Salesperson_74,10060.61,4338.08,5722.53,5,2,2019
INV-032075,2018-05-05,Product_4,Home & Garden,North,Customer_444,30,144.24,0.09,Cash,Salesperson_38,3937.75,2180.85,1756.9,5,2,2018
INV-005393,2019-09-15,Product_35,Toys,North,Customer_980,32,85.33,0.21,Debit Card,Salesperson_94,2157.14,1635.94,521.2,9,3,2019
INV-003963,2022-03-06,Product_48,Clothing,Central,Customer_459,5,208.65,0.12,PayPal,Salesperson_9,918.06,551.64,366.42,3,1,2022
INV-007631,2018-11-12,Product_11,Clothing,South,Customer_349,6,44.39,0.03,Cash,Salesperson_54,258.35,185.43,72.92,11,4,2018
INV-012895,2022-03-24,Product_20,Electronics,North,Customer_648,45,262.31,0.22,Credit Card,Salesperson_91,9207.08,6943.0,2264.08,3,1,2022
INV-046115,2018-11-21,Product_35,Clothing,South,Customer_77,29,64.94,0.24,Cash,Salesperson_86,1431.28,1028.86,402.42,11,4,2018
INV-038003,2019-10-11,Product_9,Electronics,South,Customer_221,4,361.19,0.27,PayPal,Salesperson_88,1054.67,788.14,266.53,10,4,2019
INV-007558,2018-03-05,Product_36,Home & Garden,West,Customer_255,34,356.06,0.27,Bank Transfer,Salesperson_57,8837.41,5938.56,2898.85,3,1,2018
INV-026420,2022-03-22,Product_45,Home & Garden,West,Customer_101,17,408.57,0.21,Debit Card,Salesperson_49,5487.1,4022.83,1464.27,3,1,2022
INV-035088,2020-08-11,Product_7,Sports,North,Customer_282,32,433.07,0.09,Bank Transfer,Salesperson_10,12611.0,6572.0,6039.0,8,3,2020
INV-022370,2020-12-29,Product_29,Sports,South,Customer_387,20,281.5,0.18,PayPal,Salesperson_28,4616.6,3165.11,1451.49,12,4,2020
INV-024487,2021-01-03,Product_11,Clothing,Central,Customer_921,47,196.23,0.06,Cash,Salesperson_17,8669.44,4911.26,3758.18,1,1,2021
INV-006671,2022-06-07,Product_17,Home & Garden,North,Customer_649,12,286.44,0.07,Cash,Salesperson_100,3196.67,1861.63,1335.04,6,2,2022
INV-007746,2021-05-13,Product_27,Clothing,East,Customer_541,18,381.22,0.13,Bank Transfer,Salesperson_80,5969.91,2992.01,2977.9,5,2,2021
INV-008238,2020-06-14,Product_10,Clothing,South,Customer_842,12,419.99,0.29,PayPal,Salesperson_64,3578.31,3125.54,452.77,6,2,2020
INV-007666,2019-06-29,Product_26,Clothing,South,Customer_57,32,267.75,0.18,Bank Transfer,Salesperson_93,7025.76,4119.54,2906.22,6,2,2019
INV-035355,2019-07-25,Product_33,Home & Garden,Central,Customer_95,34,102.79,0.04,Bank Transfer,Salesperson_89,3355.07,1976.36,1378.71,7,3,2019
INV-015061,2020-07-18,Product_4,Home & Garden,East,Customer_363,16,387.06,0.24,Bank Transfer,Salesperson_35,4706.65,3801.68,904.97,7,3,2020
INV-010133,2019-12-09,Product_44,Clothing,North,Customer_416,19,378.49,0.04,Bank Transfer,Salesperson_40,6903.66,2987.67,3915.99,12,4,2019
INV-014171,2019-03-30,Product_18,Toys,South,Customer_585,38,325.55,0.1,Bank Transfer,Salesperson_61,11133.81,7050.91,4082.9,3,1,2019
INV-010416,2019-07-15,Product_11,Toys,South,Customer_555,11,414.84,0.25,Credit Card,Salesperson_34,3422.43,1836.23,1586.2,7,3,2019
INV-048355,2022-06-26,Product_18,Clothing,Central,Customer_712,42,235.25,0.06,Credit Card,Salesperson_79,9287.67,4702.95,4584.72,6,2,2022
INV-036039,2020-07-06,Product_23,Home & Garden,South,Customer_213,10,111.57,0.22,Bank Transfer,Salesperson_29,870.25,572.02,298.23,7,3,2020
INV-035364,2019-11-14,Product_35,Toys,Central,Customer_751,30,367.91,0.03,Debit Card,Salesperson_26,10706.18,4883.07,5823.11,11,4,2019
INV-029691,2020-07-17,Product_43,Electronics,Central,Customer_913,45,346.05,0.29,Debit Card,Salesperson_62,11056.3,7687.87,3368.43,7,3,2020
INV-048881,2020-08-16,Product_13,Clothing,North,Customer_899,25,75.34,0.3,Cash,Salesperson_52,1318.45,847.48,470.97,8,3,2020
INV-029330,2020-10-11,Product_33,Clothing,East,Customer_965,11,105.12,0.11,Cash,Salesperson_82,1029.12,785.03,244.09,10,4,2020
INV-007797,2020-03-31,Product_27,Clothing,East,Customer_528,16,101.42,0.24,Cash,Salesperson_59,1233.27,916.04,317.23,3,1,2020
INV-008221,2018-02-12,Product_1,Sports,North,Customer_285,25,285.85,0.28,Debit Card,Salesperson_74,5145.3,3682.75,1462.55,2,1,2018
INV-025246,2020-01-12,Product_17,Sports,North,Customer_422,5,118.84,0.1,Cash,Salesperson_46,534.78,398.64,136.14,1,1,2020
INV-026185,2018-06-04,Product_16,Home & Garden,West,Customer_404,30,143.01,0.3,Cash,Salesperson_68,3003.21,2504.04,499.17,6,2,2018
INV-046134,2021-04-17,Product_17,Electronics,West,Customer_974,23,377.13,0.21,Debit Card,Salesperson_32,6852.45,5780.49,1071.96,4,2,2021
INV-010199,2022-03-26,Product_6,Toys,West,Customer_112,16,244.81,0.12,PayPal,Salesperson_64,3446.92,2377.2,1069.72,3,1,2022
INV-019641,2019-04-13,Product_9,Toys,South,Customer_471,19,491.0,0.09,Cash,Salesperson_69,8489.39,5167.88,3321.51,4,2,2019
INV-006898,2021-05-21,Product_5,Electronics,North,Customer_875,20,412.23,0.18,Credit Card,Salesperson_7,6760.57,4651.56,2109.01,5,2,2021
INV-008418,2020-12-26,Product_38,Clothing,Central,Customer_552,8,367.79,0.18,Bank Transfer,Salesperson_22,2412.7,1374.24,1038.46,12,4,2020
INV-038782,2020-10-16,Product_7,Sports,North,Customer_477,23,345.5,0.22,Bank Transfer,Salesperson_8,6198.27,3597.78,2600.49,10,4,2020
INV-035183,2019-07-25,Product_15,Sports,South,Customer_174,46,274.97,0.07,Credit Card,Salesperson_31,11763.22,6746.07,5017.15,7,3,2019
INV-008566,2019-07-09,Product_29,Electronics,North,Customer_332,10,293.43,0.12,PayPal,Salesperson_4,2582.18,1261.5,1320.68,7,3,2019
INV-007056,2020-11-20,Product_26,Home & Garden,East,Customer_52,38,83.18,0.13,Debit Card,Salesperson_4,2749.93,1289.48,1460.45,11,4,2020
INV-049564,2019-11-21,Product_34,Clothing,Central,Customer_473,5,205.09,0.27,PayPal,Salesperson_83,748.58,635.57,113.01,11,4,2019
INV-041219,2019-03-15,Product_28,Sports,Central,Customer_567,38,89.81,0.29,Bank Transfer,Salesperson_25,2423.07,1539.17,883.9,3,1,2019
INV-041639,2018-09-04,Product_15,Home & Garden,South,Customer_13,39,341.23,0.28,PayPal,Salesperson_60,9581.74,9019.65,562.09,9,3,2018
INV-027724,2022-05-05,Product_5,Electronics,Central,Customer_353,19,35.23,0.19,Debit Card,Salesperson_58,542.19,306.58,235.61,5,2,2022
INV-000532,2020-05-08,Product_44,Toys,East,Customer_667,28,114.51,0.12,Debit Card,Salesperson_91,2821.53,2029.15,792.38,5,2,2020
INV-041402,2022-09-26,Product_43,Clothing,North,Customer_71,15,382.77,0.15,Debit Card,Salesperson_82,4880.32,3241.13,1639.19,9,3,2022
INV-033605,2022-11-21,Product_2,Clothing,Central,Customer_62,32,420.44,0.19,PayPal,Salesperson_24,10897.8,8834.11,2063.69,11,4,2022
INV-005075,2019-08-09,Product_12,Home & Garden,West,Customer_154,47,413.17,0.05,Bank Transfer,Salesperson_31,18448.04,10873.51,7574.53,8,3,2019
INV-045346,2018-03-09,Product_9,Sports,South,Customer_457,1,224.78,0.08,Debit Card,Salesperson_22,206.8,118.4,88.4,3,1,2018
INV-022266,2020-03-05,Product_32,Electronics,South,Customer_23,49,324.31,0.15,Credit Card,Salesperson_64,13507.51,9797.94,3709.57,3,1,2020
INV-008012,2021-06-12,Product_2,Electronics,Central,Customer_348,38,467.78,0.03,Credit Card,Salesperson_72,17242.37,8273.04,8969.33,6,2,2021
INV-037723,2021-09-18,Product_50,Home & Garden,East,Customer_778,14,251.37,0.04,Debit Card,Salesperson_47,3378.41,2336.21,1042.2,9,3,2021
INV-042676,2019-02-28,Product_30,Toys,South,Customer_458,49,260.37,0.11,Credit Card,Salesperson_37,11354.74,5538.95,5815.79,2,1,2019
INV-007720,2019-09-09,Product_32,Sports,South,Customer_55,23,377.2,0.26,Bank Transfer,Salesperson_37,6419.94,3731.39,2688.55,9,3,2019
INV-016384,2018-11-11,Product_8,Sports,East,Customer_41,12,109.76,0.28,PayPal,Salesperson_75,948.33,551.23,397.1,11,4,2018
INV-012467,2019-11-13,Product_46,Clothing,West,Customer_312,10,134.71,0.18,Debit Card,Salesperson_4,1104.62,779.26,325.36,11,4,2019
INV-004475,2021-07-09,Product_33,Electronics,Central,Customer_232,13,275.88,0.09,Credit Card,Salesperson_37,3263.66,1809.19,1454.47,7,3,2021
INV-049254,2019-01-16,Product_8,Toys,East,Customer_157,26,372.48,0.05,Bank Transfer,Salesperson_90,9200.26,4968.26,4232.0,1,1,2019
INV-016243,2019-04-10,Product_14,Electronics,Central,Customer_512,8,30.65,0.08,Debit Card,Salesperson_5,225.58,99.79,125.79,4,2,2019
INV-001180,2020-03-08,Product_27,Toys,East,Customer_872,38,385.87,0.09,Cash,Salesperson_8,13343.38,7271.62,6071.76,3,1,2020
INV-003904,2021-12-18,Product_23,Sports,North,Customer_157,28,300.12,0.05,Cash,Salesperson_41,7983.19,3930.02,4053.17,12,4,2021
INV-048301,2022-09-25,Product_3,Clothing,South,Customer_964,20,491.84,0.22,Debit Card,Salesperson_63,7672.7,5368.32,2304.38,9,3,2022
INV-048190,2018-02-06,Product_32,Toys,North,Customer_493,44,10.32,0.06,Cash,Salesperson_57,426.84,263.59,163.25,2,1,2018
INV-031485,2020-06-22,Product_23,Sports,South,Customer_120,34,23.1,0.15,Bank Transfer,Salesperson_46,667.59,322.65,344.94,6,2,2020
INV-001575,2019-09-19,Product_37,Electronics,South,Customer_883,11,399.04,0.12,Debit Card,Salesperson_6,3862.71,3014.91,847.8,9,3,2019
INV-029468,2022-12-09,Product_9,Toys,,Customer_297,47,171.68,0.04,Debit Card,Salesperson_50,7746.2,4304.22,3441.98,12,4,2022
INV-006830,2018-07-15,Product_37,Electronics,North,Customer_502,8,238.22,0.0,Cash,Salesperson_46,1905.76,1013.31,892.45,7,3,2018
INV-037142,2022-03-05,Product_34,Clothing,North,Customer_152,39,378.53,0.03,Cash,Salesperson_36,14319.79,9343.73,4976.06,3,1,2022
INV-032077,2022-03-07,Product_17,Sports,South,Customer_675,42,495.58,0.24,Bank Transfer,Salesperson_46,15818.91,11701.36,4117.55,3,1,2022
INV-026226,2019-01-25,Product_10,Sports,North,Customer_866,5,418.08,0.0,Credit Card,Salesperson_81,2090.4,1440.89,649.51,1,1,2019
INV-047781,2022-07-29,Product_48,Sports,North,Customer_88,9,161.29,0.26,Bank Transfer,Salesperson_93,1074.19,789.46,284.73,7,3,2022
INV-028931,2020-03-30,Product_27,Home & Garden,North,Customer_477,36,355.55,0.17,Bank Transfer,Salesperson_36,10623.83,7602.88,3020.95,3,1,2020
INV-044330,2018-04-02,Product_43,Home & Garden,North,Customer_469,38,379.41,0.18,Bank Transfer,Salesperson_14,11822.42,8613.22,3209.2,4,2,2018
INV-025088,2021-06-04,Product_1,Home & Garden,Central,Customer_577,20,138.85,0.29,Bank Transfer,Salesperson_18,1971.67,1418.45,553.22,6,2,2021
INV-041251,2021-01-25,Product_7,Clothing,West,Customer_222,2,496.31,0.04,PayPal,Salesperson_62,952.92,472.16,480.76,1,1,2021
INV-000438,2022-11-10,Product_5,Toys,Central,Customer_748,4,451.59,0.02,Debit Card,Salesperson_51,1770.23,771.98,998.25,11,4,2022
INV-047362,2022-04-19,Product_50,Home & Garden,North,Customer_258,12,48.98,0.2,Cash,Salesperson_69,470.21,296.02,174.19,4,2,2022
INV-032728,2018-11-21,Product_39,Electronics,East,Customer_213,35,352.35,0.25,Debit Card,Salesperson_45,9249.19,7840.36,1408.83,11,4,2018
INV-034795,2022-10-20,Product_25,Sports,West,Customer_390,24,287.97,0.21,Bank Transfer,Salesperson_55,5459.91,2955.53,2504.38,10,4,2022
INV-028371,2019-01-25,Product_11,Electronics,North,Customer_279,26,319.75,0.09,,Salesperson_24,7565.28,3842.36,3722.92,1,1,2019
INV-040459,2020-03-23,Product_37,Electronics,West,Customer_178,36,353.59,0.1,PayPal,Salesperson_28,11456.32,7550.69,3905.63,3,1,2020
INV-034884,2022-04-10,Product_31,Toys,East,Customer_377,39,40.91,0.12,Bank Transfer,Salesperson_84,1404.03,1108.05,295.98,4,2,2022
INV-026668,2021-07-24,Product_19,Electronics,East,Customer_477,18,119.95,0.06,Debit Card,Salesperson_65,2029.55,1137.53,892.02,7,3,2021
INV-025225,2021-10-07,Product_4,Home & Garden,North,Customer_809,35,289.9,0.21,PayPal,Salesperson_87,8015.74,6265.57,1750.17,10,4,2021
INV-043151,2020-03-06,Product_13,Toys,West,Customer_561,19,417.67,0.15,Credit Card,Salesperson_16,6745.37,3424.48,3320.89,3,1,2020
INV-043641,2021-05-26,Product_6,Sports,Central,Customer_865,19,252.33,0.26,PayPal,Salesperson_74,3547.76,2362.79,1184.97,5,2,2021
INV-039897,2022-07-12,Product_7,Toys,East,Customer_219,35,440.92,0.05,PayPal,Salesperson_26,14660.59,9633.91,5026.68,7,3,2022
INV-047232,2019-07-16,Product_15,Electronics,South,Customer_524,3,133.82,0.2,Debit Card,Salesperson_97,321.17,194.71,126.46,7,3,2019
INV-008351,2018-07-02,Product_18,Sports,South,Customer_155,44,237.61,0.12,PayPal,Salesperson_99,9200.26,5635.06,3565.2,7,3,2018
INV-009001,2022-01-28,Product_45,Sports,South,Customer_90,18,20.64,0.04,Bank Transfer,Salesperson_91,356.66,235.88,120.78,1,1,2022
INV-014199,2022-08-05,Product_45,Electronics,East,Customer_410,26,185.61,0.28,Credit Card,Salesperson_5,3474.62,3137.27,337.35,8,3,2022
INV-007184,2018-04-27,Product_21,Sports,West,Customer_696,32,130.73,0.27,PayPal,Salesperson_8,3053.85,1760.42,1293.43,4,2,2018
INV-011121,2019-06-01,Product_43,Electronics,East,Customer_67,27,305.95,0.24,Debit Card,Salesperson_39,6278.09,5705.24,572.85,6,2,2019
INV-031833,2019-06-01,Product_43,Home & Garden,North,Customer_145,37,48.62,0.17,Debit Card,Salesperson_83,1493.12,896.09,597.03,6,2,2019
INV-002741,2021-06-15,Product_29,Home & Garden,Central,Customer_821,42,435.36,0.0,Debit Card,Salesperson_53,18285.12,10559.25,7725.87,6,2,2021
INV-034421,2022-03-07,Product_3,Toys,West,Customer_799,16,328.54,0.21,Credit Card,Salesperson_32,4152.75,2944.93,1207.82,3,1,2022
INV-025010,2019-05-25,Product_40,Electronics,West,Customer_82,48,266.55,0.12,PayPal,Salesperson_74,11259.07,7697.31,3561.76,5,2,2019
INV-018656,2022-08-28,Product_42,Sports,East,Customer_452,23,97.76,0.23,Bank Transfer,Salesperson_36,1731.33,1479.85,251.48,8,3,2022
INV-022010,2020-09-23,Product_41,Toys,East,Customer_175,32,444.55,0.01,Credit Card,Salesperson_99,14083.34,8451.82,5631.52,9,3,2020
INV-012356,2022-02-22,Product_15,Electronics,South,Customer_243,13,71.01,0.27,Cash,Salesperson_59,673.88,551.42,122.46,2,1,2022
INV-032566,2019-06-09,Product_31,Electronics,Central,Customer_233,8,265.03,0.07,PayPal,Salesperson_70,1971.82,1082.38,889.44,6,2,2019
INV-031440,2022-04-16,Product_45,Sports,South,Customer_537,35,173.31,0.18,Credit Card,Salesperson_54,4974.0,2529.81,2444.19,4,2,2022
INV-009778,2020-03-18,Product_35,Clothing,North,Customer_583,48,289.74,0.13,Credit Card,Salesperson_32,12099.54,8543.83,3555.71,3,1,2020
INV-042941,2018-03-29,Product_6,Clothing,North,Customer_764,23,386.76,0.0,Cash,Salesperson_98,8895.48,3702.73,5192.75,3,1,2018
INV-023398,2018-11-23,Product_37,Sports,North,Customer_527,36,58.53,0.08,Cash,Salesperson_13,1938.51,1132.76,805.75,11,4,2018
INV-006602,2020-10-26,Product_17,Home & Garden,East,Customer_763,17,105.08,0.07,Credit Card,Salesperson_68,1661.31,836.5,824.81,10,4,2020
INV-015491,2018-12-26,Product_18,Home & Garden,East,Customer_611,13,375.87,0.1,Bank Transfer,Salesperson_97,4397.68,1966.53,2431.15,12,4,2018
INV-019170,2020-12-15,Product_5,Sports,South,Customer_641,29,380.1,0.08,Credit Card,Salesperson_70,10141.07,7447.99,2693.08,12,4,2020
INV-003850,2020-07-18,Product_29,Home & Garden,East,Customer_463,38,209.27,0.17,Bank Transfer,Salesperson_75,6600.38,3896.43,2703.95,7,3,2020
INV-022072,2022-10-19,Product_47,Clothing,East,Customer_214,28,310.59,0.12,Cash,Salesperson_85,7652.94,6025.23,1627.71,10,4,2022
INV-021174,2021-08-31,Product_3,Sports,Central,Customer_464,30,380.75,0.06,PayPal,Salesperson_14,10737.15,6042.06,4695.09,8,3,2021
INV-040681,2022-05-29,Product_48,Toys,South,Customer_697,25,487.95,0.26,Cash,Salesperson_81,9027.08,6635.98,2391.1,5,2,2022
INV-001977,2018-02-02,Product_42,Electronics,East,Customer_3,21,432.73,0.01,Cash,Salesperson_7,8996.46,5195.36,3801.1,2,1,2018
INV-004670,2021-10-13,Product_42,Clothing,West,Customer_312,22,350.2,0.19,Bank Transfer,Salesperson_84,6240.56,3462.29,2778.27,10,4,2021
INV-011733,2020-03-25,Product_10,Toys,South,Customer_888,30,497.63,0.16,PayPal,Salesperson_78,12540.28,7130.69,5409.59,3,1,2020
INV-022327,2019-09-13,Product_47,Toys,East,Customer_350,17,349.79,0.26,PayPal,Salesperson_46,4400.36,2711.17,1689.19,9,3,2019
