area_sqft,bedrooms,bathrooms,location,price
914,1.0,2.0,North Nazimabad,16686729.46
1405,1.0,1.0,North Nazimabad,17925447.41
1396,3.0,2.0,Gulshan,26513959.92
1811,2.0,2.0,Gulshan,34375668.91
3547,4.0,5.0,Bahria Town,114502757.97
4033,5.0,6.0,DHA,157761103.94
3165,6.0,6.0,Clifton,111526077.48
2264,2.0,2.0,Bahria Town,63866641.65
1455,1.0,1.0,North Nazimabad,21062485.95
2936,3.0,4.0,Model Town,72989413.21
1203,1.0,1.0,Clifton,35736314.07
2838,4.0,5.0,Model Town,78076900.21
2028,2.0,2.0,Gulshan,35680141.95
913,2.0,2.0,PECHS,19353458.35
3059,2.0,1.0,Bahria Town,95696013.46
1432,3.0,3.0,Gulberg,36730405.42
3596,5.0,6.0,DHA,121927055.75
2390,4.0,3.0,Clifton,82201443.47
3470,5.0,5.0,Gulshan,54643839.92
3154,5.0,4.0,Gulberg,96545135.29
2802,4.0,,Bahria Town,92341809.5
3457,5.0,6.0,Model Town,90874019.3
1491,1.0,2.0,DHA,55352545.7
3038,3.0,4.0,Gulshan,52381340.61
3331,4.0,3.0,Gulshan,59056763.65
3484,5.0,6.0,Clifton,113876380.44
1788,1.0,1.0,Model Town,43578200.45
4457,5.0,6.0,Gulberg,115136441.61
3786,5.0,6.0,Bahria Town,116700745.18
4193,6.0,7.0,Model Town,103239251.79
3291,4.0,5.0,PECHS,79661582.8
1276,1.0,2.0,Clifton,40303594.13
2016,3.0,3.0,North Nazimabad,31397663.2
3445,5.0,6.0,Gulshan,65127299.4
3266,3.0,2.0,Bahria Town,92806211.75
4015,6.0,7.0,North Nazimabad,62637835.06
2163,3.0,4.0,Model Town,53623570.16
2124,3.0,3.0,PECHS,47438018.68
1472,2.0,2.0,DHA,55336699.62
2696,4.0,3.0,Gulberg,71448918.4
2326,3.0,3.0,Model Town,59472799.97
2310,2.0,2.0,Model Town,63631419.51
2461,4.0,3.0,Bahria Town,71503245.89
1864,2.0,3.0,Model Town,47101515.64
540,1.0,2.0,Clifton,17522026.01
3392,5.0,4.0,DHA,132865756.82
1004,1.0,2.0,Gulshan,18775705.88
3711,4.0,4.0,Gulshan,56069276.17
2544,3.0,3.0,Gulshan,46105865.19
723,1.0,2.0,DHA,24640386.45
2001,2.0,3.0,North Nazimabad,27936920.69
2206,2.0,2.0,PECHS,51605072.71
4077,6.0,6.0,Clifton,129217990.46
1435,1.0,2.0,North Nazimabad,20646937.8
1052,1.0,1.0,Model Town,23901315.2
2641,,1.0,Clifton,86337545.54
1693,1.0,2.0,Gulshan,28492606.57
3371,3.0,3.0,Bahria Town,93090247.79
3138,4.0,4.0,DHA,114116961.48
1725,1.0,1.0,Clifton,63566856.1
2253,2.0,3.0,Gulshan,37877516.92
3070,4.0,3.0,Gulshan,52079225.61
3058,3.0,3.0,Clifton,115577696.37
1472,1.0,2.0,Gulberg,40633409.71
3350,5.0,4.0,North Nazimabad,59437629.68
2317,3.0,2.0,Gulshan,39151736.99
3480,4.0,3.0,Clifton,115810163.5
4564,6.0,6.0,North Nazimabad,71031287.01
1392,3.0,3.0,DHA,49317994.71
2721,5.0,5.0,Clifton,87162371.07
4407,8.0,9.0,DHA,149395506.76
1773,2.0,3.0,Gulberg,55953979.64
3053,3.0,2.0,Gulberg,87126638.03
2100,3.0,4.0,North Nazimabad,34220676.76
3049,4.0,3.0,PECHS,69170815.14
2436,4.0,3.0,North Nazimabad,35055861.85
1751,2.0,1.0,DHA,54981319.86
3434,4.0,5.0,Gulberg,91924227.02
2724,,5.0,Gulberg,73299528.52
2148,3.0,2.0,DHA,79427890.58
3493,6.0,6.0,Gulberg,107666762.0
2655,4.0,3.0,Model Town,60062492.12
2950,3.0,4.0,PECHS,62754365.47
4123,3.0,4.0,Gulshan,66560370.76
1422,1.0,2.0,Model Town,35132209.14
3226,3.0,4.0,Clifton,118471342.29
1314,3.0,2.0,Gulberg,39485545.99
2962,4.0,3.0,Gulshan,50424471.51
1442,2.0,2.0,Model Town,32779711.76
2566,3.0,3.0,Gulberg,63902416.01
1652,2.0,2.0,North Nazimabad,24248683.22
1206,1.0,2.0,Clifton,40887058.09
1012,1.0,1.0,PECHS,20020757.8
2050,2.0,1.0,North Nazimabad,28436724.81
2368,3.0,4.0,DHA,87625278.54
2488,4.0,5.0,Clifton,82377827.13
1068,2.0,2.0,Gulshan,18578701.32
3172,4.0,4.0,PECHS,76094383.58
3678,5.0,4.0,Gulshan,68968242.6
1601,3.0,3.0,PECHS,34312033.59
2763,3.0,3.0,Clifton,98624411.74
3565,3.0,,Bahria Town,117894332.63
4751,5.0,5.0,Gulshan,90243488.14
4474,6.0,5.0,Bahria Town,119846137.02
3237,3.0,4.0,Gulshan,57634192.16
1037,1.0,1.0,Model Town,25515400.52
1713,2.0,3.0,North Nazimabad,26635662.31
2422,3.0,2.0,Gulberg,68231181.46
3094,3.0,3.0,PECHS,62375977.03
2165,3.0,3.0,Clifton,68082969.2
4672,5.0,4.0,North Nazimabad,62541594.48
1079,1.0,2.0,Clifton,34472593.26
4141,5.0,4.0,Model Town,102363062.15
1817,4.0,4.0,Model Town,45419496.9
2139,,3.0,North Nazimabad,33970867.97
2337,3.0,,Gulshan,42710148.02
1468,2.0,3.0,North Nazimabad,22033793.86
3444,5.0,4.0,DHA,137678403.68
2519,4.0,4.0,Gulberg,67097787.18
3488,5.0,6.0,North Nazimabad,55124999.34
2499,3.0,3.0,DHA,85127391.03
1700,3.0,2.0,Model Town,39611725.92
5476,6.0,5.0,Gulshan,97497287.11
1331,2.0,1.0,Model Town,32918279.31
1480,4.0,4.0,Clifton,50127905.76
4430,5.0,4.0,North Nazimabad,64118940.44
2083,3.0,3.0,Gulshan,33170877.16
1510,2.0,2.0,Model Town,36100891.46
2913,3.0,4.0,DHA,104134989.39
1408,3.0,3.0,Gulberg,43417532.88
2116,3.0,4.0,Model Town,56881757.27
2731,4.0,3.0,Bahria Town,73422505.99
1734,3.0,2.0,DHA,59179827.89
1774,2.0,3.0,Model Town,46342291.2
1476,2.0,3.0,Gulberg,42396319.66
2548,3.0,2.0,Gulberg,67202484.18
1657,1.0,1.0,DHA,55796651.31
5126,7.0,8.0,North Nazimabad,89841774.54
2435,3.0,3.0,Gulberg,61380611.8
5123,7.0,8.0,North Nazimabad,71995161.79
2045,2.0,1.0,Gulberg,51819572.34
2023,,2.0,Gulshan,39575525.84
2311,5.0,5.0,Gulshan,42528587.4
2218,2.0,3.0,Gulberg,50136370.26
1728,2.0,3.0,Bahria Town,48645513.6
2546,4.0,3.0,Gulberg,65634463.66
1806,2.0,2.0,North Nazimabad,25817699.1
2334,2.0,1.0,Bahria Town,59690051.58
2378,3.0,2.0,Gulberg,64506640.34
3374,4.0,3.0,DHA,110955063.1
1990,2.0,2.0,PECHS,49098451.37
1364,2.0,1.0,DHA,55022386.55
2845,5.0,4.0,North Nazimabad,48269252.92
1790,2.0,3.0,Gulshan,35238276.46
1860,1.0,1.0,Clifton,67992460.6
1983,2.0,2.0,PECHS,41083188.8
3668,5.0,4.0,Model Town,98672057.71
1968,2.0,3.0,Gulshan,33537876.93
1363,1.0,1.0,North Nazimabad,21965271.0
3128,6.0,6.0,North Nazimabad,45936917.71
2231,3.0,4.0,Bahria Town,67162205.98
4190,6.0,6.0,Model Town,105579739.8
4734,7.0,8.0,Model Town,129768583.37
4330,6.0,7.0,Clifton,155402210.95
2400,3.0,3.0,Bahria Town,71236047.35
2480,3.0,3.0,Clifton,90170378.3
1187,1.0,2.0,Model Town,30782597.38
1888,3.0,,Gulshan,36549568.71
4265,5.0,6.0,Bahria Town,118752390.91
2858,4.0,4.0,Clifton,106183856.05
2077,3.0,2.0,North Nazimabad,34280903.56
2102,2.0,1.0,Clifton,75645454.33
1647,2.0,1.0,Model Town,39418268.56
2056,2.0,1.0,Model Town,58220937.47
3059,5.0,4.0,DHA,108148628.18
1995,3.0,2.0,PECHS,47534409.87
1369,2.0,2.0,DHA,52542844.1
3250,5.0,6.0,Gulberg,82025774.11
985,2.0,2.0,DHA,36285526.74
4650,6.0,7.0,Gulshan,82250406.55
2936,3.0,4.0,Clifton,98850304.76
4527,7.0,7.0,Gulshan,86625063.41
1360,2.0,3.0,DHA,51313442.38
1983,3.0,4.0,Model Town,52825864.73
2348,3.0,3.0,North Nazimabad,36777854.45
4672,6.0,5.0,Gulberg,119566621.27
3292,3.0,3.0,Gulberg,84570909.07
2354,,3.0,DHA,77360388.21
5423,6.0,6.0,DHA,181291006.49
3078,4.0,5.0,Gulberg,79188261.07
2433,,4.0,Clifton,80754704.84
1857,1.0,2.0,DHA,58261740.53
1326,2.0,2.0,DHA,52779579.25
3276,4.0,3.0,PECHS,70719015.29
2108,3.0,4.0,Gulshan,34466685.82
1295,2.0,2.0,Model Town,34457193.85
4527,7.0,8.0,Model Town,100585462.14
3405,5.0,6.0,Clifton,126427881.37
2721,3.0,3.0,PECHS,59296361.47
2311,3.0,3.0,Gulberg,67449816.87
953,1.0,2.0,North Nazimabad,14957884.41
5027,7.0,,DHA,186398419.75
748,1.0,2.0,Bahria Town,21278307.46
2411,3.0,4.0,DHA,96016721.93
1800,3.0,3.0,North Nazimabad,24951110.03
1115,2.0,2.0,Gulshan,18907252.96
2534,5.0,4.0,DHA,104410546.45
3453,4.0,4.0,Bahria Town,102380156.67
2478,4.0,4.0,PECHS,61997837.5
3048,4.0,3.0,DHA,118833289.98
4158,5.0,5.0,Clifton,159385117.29
1384,1.0,1.0,Bahria Town,35745739.0
2532,2.0,1.0,PECHS,48822559.59
3514,4.0,5.0,PECHS,85159458.17
1794,2.0,2.0,Gulshan,35743830.46
1568,2.0,2.0,Model Town,36256172.82
2181,3.0,2.0,Clifton,79523656.63
1259,2.0,1.0,Gulberg,37401584.3
3804,5.0,5.0,Gulshan,68129862.76
2206,2.0,3.0,DHA,74457113.77
1064,,3.0,Gulberg,30625522.79
3428,4.0,3.0,Model Town,82165160.17
2551,4.0,5.0,Clifton,94204626.7
3128,3.0,3.0,Bahria Town,96452174.9
3948,5.0,5.0,PECHS,93045147.09
2333,3.0,2.0,Gulberg,67714862.91
4299,6.0,6.0,North Nazimabad,76094902.47
3113,3.0,3.0,DHA,116112567.04
2935,4.0,4.0,Gulberg,85286612.49
1670,1.0,1.0,DHA,59207751.2
4127,3.0,4.0,PECHS,104020918.69
4770,5.0,5.0,DHA,194499730.63
2077,2.0,1.0,Clifton,73352140.29
1001,1.0,2.0,DHA,34523032.61
5107,5.0,4.0,Model Town,131111169.49
1803,2.0,2.0,Model Town,40134013.86
2897,5.0,5.0,Clifton,112326590.54
1451,2.0,1.0,Model Town,34434135.32
5263,7.0,7.0,Gulshan,108216440.93
1879,2.0,,North Nazimabad,27073470.74
4060,5.0,5.0,Gulshan,63632533.15
3627,5.0,5.0,Model Town,87498067.76
4757,7.0,8.0,PECHS,122036093.04
1596,2.0,2.0,Clifton,54342645.32
2741,4.0,5.0,Gulberg,78711651.27
3502,5.0,4.0,Clifton,106665814.36
1132,,1.0,Bahria Town,37241254.87
1688,2.0,2.0,Gulberg,46680824.91
2244,2.0,3.0,Gulberg,57496438.93
4798,6.0,7.0,North Nazimabad,65851948.01
1220,1.0,2.0,Bahria Town,37914245.81
2546,4.0,4.0,Gulberg,77607950.96
2280,4.0,3.0,Model Town,52029080.06
3748,4.0,5.0,DHA,138467752.3
3069,3.0,4.0,Gulshan,61733109.44
5196,8.0,9.0,Clifton,171949485.55
4638,6.0,6.0,Gulshan,82038384.88
3457,4.0,3.0,DHA,121913256.34
2775,5.0,6.0,Gulberg,72597787.39
1667,3.0,3.0,Bahria Town,55197699.35
1987,1.0,1.0,Bahria Town,58004973.93
3044,5.0,4.0,Model Town,79406002.34
3656,4.0,3.0,North Nazimabad,52967067.04
3571,5.0,5.0,North Nazimabad,58440720.38
2125,3.0,3.0,Bahria Town,67266725.57
1581,2.0,2.0,DHA,54644570.16
4129,5.0,5.0,Gulberg,111121183.48
2020,3.0,2.0,Model Town,54984081.51
2153,3.0,3.0,Gulberg,53951573.74
2631,4.0,4.0,Gulberg,64817362.55
3217,4.0,4.0,PECHS,75910946.01
2946,3.0,2.0,North Nazimabad,36470441.65
3724,3.0,2.0,Gulshan,75632941.43
2486,2.0,1.0,DHA,90823026.2
3084,3.0,3.0,Bahria Town,92190260.19
1723,2.0,1.0,PECHS,39943791.36
1371,2.0,3.0,Bahria Town,43108794.36
3561,4.0,3.0,PECHS,69204958.42
1502,3.0,4.0,PECHS,34482157.6
3830,3.0,3.0,Bahria Town,126787683.45
2020,3.0,3.0,North Nazimabad,29372537.82
3719,5.0,6.0,Gulberg,104679259.03
1145,1.0,2.0,Gulberg,28791022.69
3463,3.0,4.0,Gulberg,97593235.46
3221,4.0,3.0,Bahria Town,98226537.49
981,1.0,1.0,Gulberg,26522656.73
1944,2.0,2.0,Gulshan,32169018.96
3019,4.0,5.0,PECHS,76846760.83
1888,2.0,3.0,Bahria Town,61095759.72
3831,5.0,4.0,PECHS,86717967.8
2698,,4.0,North Nazimabad,46205579.45
1889,2.0,3.0,North Nazimabad,26931935.47
2310,3.0,2.0,Gulshan,39899246.49
5380,6.0,7.0,DHA,203118119.56
2121,4.0,5.0,Gulshan,43890460.63
1656,3.0,2.0,Model Town,48878422.75
2153,2.0,3.0,PECHS,43418817.28
4393,6.0,7.0,Bahria Town,136540150.14
1889,2.0,3.0,Model Town,44200195.17
2028,3.0,2.0,DHA,68583361.31
2173,2.0,3.0,Gulshan,36695851.7
3181,4.0,5.0,Model Town,87459329.1
4343,6.0,5.0,North Nazimabad,76522638.36
3547,4.0,4.0,Clifton,118891496.64
1837,1.0,1.0,Clifton,61872506.59
1416,1.0,2.0,Gulshan,26229492.93
2173,3.0,3.0,Gulshan,35957637.44
1681,3.0,4.0,Bahria Town,51900335.98
3495,4.0,4.0,Clifton,115572107.47
2743,2.0,2.0,Bahria Town,78808981.84
3365,3.0,2.0,Clifton,113080005.18
2997,4.0,3.0,North Nazimabad,52760682.2
1304,1.0,2.0,Bahria Town,35189055.26
4234,5.0,4.0,Gulshan,71325278.32
2038,2.0,2.0,Gulshan,37890819.95
1995,2.0,3.0,Gulshan,40278312.93
3141,4.0,3.0,DHA,129432622.87
1791,3.0,,DHA,63188544.42
1971,2.0,2.0,Gulshan,33973478.55
2541,4.0,4.0,North Nazimabad,36497807.14
921,2.0,1.0,PECHS,20501673.0
2595,3.0,3.0,Gulberg,71994339.53
3391,4.0,3.0,Bahria Town,86455156.82
2866,2.0,2.0,DHA,94476450.31
2466,2.0,1.0,Gulshan,39372806.57
3666,4.0,3.0,DHA,142177298.27
3277,3.0,,Clifton,108485897.56
1620,1.0,2.0,DHA,65284572.58
2967,5.0,4.0,Bahria Town,84962923.88
3100,5.0,5.0,Gulberg,81520144.83
2015,2.0,1.0,Model Town,46471062.44
3737,5.0,5.0,Clifton,142959199.33
1988,1.0,2.0,Clifton,62107130.93
1528,1.0,2.0,Bahria Town,47974366.04
2381,3.0,3.0,Model Town,58895726.14
1124,2.0,3.0,PECHS,25219228.94
4781,7.0,7.0,PECHS,118201160.06
1154,2.0,2.0,Clifton,43426574.9
2238,3.0,2.0,Model Town,54833100.69
2906,3.0,3.0,Gulberg,73192405.16
4062,5.0,5.0,Bahria Town,117377250.55
2969,2.0,2.0,Model Town,72865099.5
3091,2.0,1.0,Bahria Town,80548587.25
2363,3.0,4.0,Bahria Town,69208791.02
1674,3.0,2.0,North Nazimabad,24586113.53
4854,6.0,7.0,PECHS,106330230.12
3194,1.0,2.0,Clifton,115919520.91
661,2.0,2.0,North Nazimabad,11392295.52
3129,4.0,5.0,North Nazimabad,49703406.02
3150,3.0,3.0,Bahria Town,95667532.04
2314,3.0,4.0,PECHS,51824407.35
3108,3.0,3.0,North Nazimabad,39328852.51
2421,3.0,3.0,Bahria Town,68353285.99
683,1.0,1.0,Model Town,16728301.96
4352,3.0,4.0,PECHS,104935503.53
1958,1.0,2.0,Model Town,45814505.3
4271,7.0,7.0,Gulshan,78642504.07
3126,3.0,2.0,PECHS,65551595.37
3701,5.0,5.0,Gulberg,111760320.25
3876,5.0,5.0,DHA,153197064.06
1272,2.0,1.0,Bahria Town,39910560.56
3203,5.0,6.0,Bahria Town,93807374.02
2717,3.0,3.0,Gulshan,42688840.9
1010,1.0,1.0,Model Town,21634002.49
3942,,,Gulberg,111197831.96
1933,4.0,4.0,DHA,71264545.16
1548,,1.0,Gulberg,42345756.03
2224,3.0,2.0,Gulshan,36335325.99
4727,4.0,4.0,DHA,187577329.18
2468,1.0,1.0,Clifton,76613101.68
2963,4.0,5.0,Gulshan,52072033.82
5209,6.0,5.0,Gulberg,144741725.26
2799,3.0,,DHA,100167563.27
2684,4.0,4.0,North Nazimabad,36878673.01
3320,4.0,5.0,North Nazimabad,57573587.89
755,1.0,1.0,PECHS,18633705.58
2554,3.0,2.0,Gulshan,45140728.81
1669,4.0,3.0,Bahria Town,56317467.02
1399,2.0,2.0,Gulberg,39677169.42
1916,4.0,4.0,PECHS,48759425.08
2695,4.0,3.0,PECHS,63421048.48
3615,5.0,5.0,Gulshan,61766459.55
1807,3.0,4.0,DHA,69545098.16
2888,3.0,3.0,DHA,107307214.21
3002,3.0,3.0,DHA,101715844.58
2210,3.0,4.0,Bahria Town,61116133.58
2455,2.0,1.0,North Nazimabad,35721617.8
2932,3.0,2.0,Bahria Town,83701000.08
2618,4.0,5.0,Clifton,83078371.02
3522,4.0,5.0,Clifton,116867684.29
2569,4.0,4.0,PECHS,56487708.41
4165,5.0,4.0,North Nazimabad,60100597.6
4576,5.0,5.0,Gulshan,88387776.02
2817,3.0,2.0,Clifton,102674586.99
2512,4.0,4.0,Gulberg,67375294.26
2959,4.0,5.0,Gulshan,47320742.12
3918,5.0,5.0,DHA,140432859.58
4683,6.0,5.0,North Nazimabad,64079005.06
3882,5.0,6.0,PECHS,76461214.68
2371,1.0,2.0,Clifton,78904931.86
3193,4.0,3.0,Gulshan,55344924.55
2098,3.0,3.0,DHA,69474929.19
1564,1.0,2.0,Bahria Town,48076019.62
1038,1.0,2.0,DHA,40001754.9
1540,3.0,4.0,Clifton,45905668.11
3176,4.0,3.0,North Nazimabad,49864149.13
2285,3.0,3.0,DHA,88697931.35
1740,2.0,1.0,Gulshan,25849503.89
1096,2.0,3.0,North Nazimabad,16655880.85
2644,2.0,2.0,DHA,99587091.95
2063,3.0,2.0,Bahria Town,57780128.21
1687,2.0,2.0,Clifton,61476071.94
1679,2.0,1.0,Model Town,42849261.52
3089,4.0,5.0,Clifton,112491343.15
2163,3.0,4.0,Bahria Town,66016707.95
3312,3.0,4.0,Clifton,101751670.91
3464,5.0,4.0,North Nazimabad,46901910.2
1982,4.0,3.0,DHA,69715922.97
1745,2.0,2.0,Bahria Town,51810819.17
3314,3.0,4.0,Model Town,73462974.96
1659,1.0,1.0,Model Town,39834362.08
3221,4.0,4.0,Clifton,111195365.46
4095,6.0,5.0,Gulberg,99127284.37
1479,2.0,3.0,DHA,54018358.23
1596,2.0,2.0,Gulshan,26436850.29
5840,7.0,8.0,Model Town,136249232.54
3002,5.0,6.0,PECHS,71026931.11
2003,3.0,4.0,PECHS,46127272.89
802,1.0,2.0,North Nazimabad,11120260.23
1836,3.0,3.0,North Nazimabad,34356994.36
4193,5.0,5.0,North Nazimabad,59408764.84
4954,7.0,8.0,Gulberg,139330115.3
1769,1.0,2.0,Clifton,65225338.07
5058,7.0,7.0,Gulshan,90409007.05
3781,5.0,4.0,DHA,143138060.75
3472,4.0,4.0,Bahria Town,107173676.76
1423,2.0,1.0,Model Town,30675792.71
1671,1.0,2.0,DHA,59849883.79
2464,2.0,2.0,PECHS,54087667.5
2434,3.0,2.0,Model Town,62148343.87
951,1.0,1.0,North Nazimabad,14967756.04
3517,5.0,5.0,PECHS,87286616.13
744,1.0,1.0,North Nazimabad,13708851.12
3457,3.0,2.0,Model Town,84085487.13
3505,4.0,4.0,North Nazimabad,60338286.87
4383,6.0,6.0,Clifton,131403877.82
1621,1.0,1.0,North Nazimabad,25873285.21
2084,3.0,4.0,Gulshan,35240793.06
1824,1.0,1.0,PECHS,40255060.09
3500,4.0,3.0,DHA,129143883.55
4489,6.0,5.0,Clifton,171511380.02
2056,4.0,3.0,Gulshan,33313584.59
1075,1.0,2.0,North Nazimabad,16641218.13
2929,3.0,3.0,Gulberg,90585021.75
3612,5.0,4.0,DHA,139351126.89
1975,3.0,3.0,Model Town,41247683.13
2102,3.0,3.0,Model Town,55824158.93
5096,8.0,7.0,DHA,164661558.0
2795,3.0,3.0,Bahria Town,75912713.14
3541,6.0,7.0,Clifton,132908823.55
2322,2.0,1.0,Bahria Town,59486930.15
1092,2.0,,North Nazimabad,15158627.8
988,1.0,2.0,DHA,31718301.27
2358,2.0,1.0,Clifton,77205621.76
4503,6.0,,North Nazimabad,70503679.23
2100,3.0,4.0,Clifton,76564368.1
1250,1.0,2.0,North Nazimabad,16977048.22
1076,2.0,1.0,DHA,43887805.73
1457,1.0,1.0,Gulberg,37604743.83
822,1.0,2.0,Gulberg,23931648.52
3055,3.0,2.0,Gulshan,58273940.34
1974,1.0,1.0,DHA,65056960.34
4459,3.0,2.0,PECHS,90488184.43
4676,7.0,6.0,PECHS,104306925.16
2973,3.0,2.0,Gulberg,84494724.09
1407,2.0,1.0,Gulshan,27097797.02
1807,4.0,4.0,Bahria Town,52478697.4
4827,5.0,4.0,Clifton,165128670.72
3435,5.0,6.0,Gulshan,63681016.01
1447,2.0,3.0,North Nazimabad,19870382.51
2981,3.0,3.0,Bahria Town,87491381.74
4092,6.0,7.0,Gulshan,78112898.12
3798,5.0,5.0,Gulshan,63118742.22
2306,1.0,1.0,Bahria Town,57050818.88
5212,6.0,7.0,Gulberg,137659488.34
4421,5.0,5.0,North Nazimabad,67225143.37
2241,4.0,4.0,Gulberg,65949341.21
2227,2.0,2.0,North Nazimabad,34780693.64
1233,1.0,1.0,Gulshan,25726015.19
2874,5.0,6.0,Bahria Town,81813086.5
2006,3.0,4.0,Bahria Town,60179594.75
629,1.0,2.0,Gulshan,11995642.4
1379,2.0,2.0,Gulberg,35315734.77
4224,5.0,6.0,Clifton,150951069.73
1016,1.0,1.0,North Nazimabad,18212342.13
3120,4.0,3.0,North Nazimabad,45521845.83
3796,4.0,5.0,PECHS,84636346.89
4588,7.0,8.0,Gulshan,97158201.57
2021,2.0,1.0,Gulberg,48607395.75
4782,5.0,4.0,Clifton,163752751.58
4597,5.0,4.0,Bahria Town,131905110.72
3316,3.0,3.0,Bahria Town,106880931.83
1489,2.0,3.0,Model Town,36257290.58
3390,4.0,3.0,DHA,121887777.4
2842,5.0,4.0,North Nazimabad,39286373.56
1757,2.0,2.0,Gulberg,48120917.8
3470,4.0,4.0,Clifton,118992705.81
1775,2.0,3.0,Gulberg,45481385.47
1383,2.0,2.0,DHA,57448458.72
2458,3.0,3.0,DHA,90739749.27
1897,4.0,4.0,Gulshan,31425683.38
3857,5.0,4.0,Gulshan,67064641.58
4202,5.0,,Gulberg,132457497.02
2075,2.0,1.0,Gulshan,33096817.9
3306,4.0,4.0,Clifton,111609620.19
1507,2.0,1.0,Bahria Town,40489717.09
2326,3.0,3.0,DHA,83805614.42
2713,4.0,3.0,Clifton,81892225.58
1830,3.0,2.0,DHA,74880631.75
1688,3.0,3.0,Clifton,60741627.37
3211,3.0,4.0,Clifton,102733763.31
5503,6.0,5.0,Clifton,216067527.74
1452,2.0,2.0,PECHS,32979388.9
2265,2.0,1.0,Bahria Town,63501960.46
2285,3.0,2.0,Clifton,70490791.0
1843,2.0,3.0,Gulshan,37122199.83
3396,5.0,5.0,North Nazimabad,58839608.46
2341,3.0,2.0,DHA,83327781.51
1379,1.0,1.0,Bahria Town,40820162.54
3504,,4.0,DHA,113011311.25
1765,,1.0,Bahria Town,50297878.91
2080,3.0,3.0,Clifton,69904092.82
3319,6.0,7.0,Model Town,92994571.95
1851,3.0,2.0,Clifton,60917546.72
3649,5.0,4.0,Gulshan,67776388.26
3486,4.0,3.0,Gulberg,97474902.63
2124,1.0,1.0,Gulshan,38655237.45
2693,4.0,3.0,Model Town,63318360.98
3811,4.0,3.0,PECHS,89262965.72
3236,4.0,3.0,Gulshan,62514535.85
3866,4.0,3.0,Gulberg,102728811.63
1725,3.0,3.0,North Nazimabad,28912991.7
815,1.0,2.0,Bahria Town,25473242.61
1477,3.0,2.0,Gulshan,24275762.41
934,1.0,2.0,Model Town,20012517.32
2636,4.0,4.0,Gulberg,75841944.07
4055,4.0,3.0,Model Town,99844468.66
1036,2.0,2.0,Model Town,26010537.69
5429,8.0,9.0,Clifton,210416788.43
4187,6.0,7.0,Clifton,136663058.65
3419,5.0,4.0,PECHS,86921688.41
3867,4.0,3.0,Model Town,103757423.67
2081,,3.0,Bahria Town,57986689.66
3911,6.0,7.0,North Nazimabad,60583288.28
2566,4.0,5.0,DHA,106402424.56
3919,5.0,4.0,DHA,134058645.16
3159,3.0,2.0,Clifton,107655440.18
2240,3.0,3.0,Clifton,69957852.76
2048,2.0,1.0,Clifton,68574659.68
2941,4.0,5.0,Model Town,77495013.49
1620,2.0,3.0,Gulberg,49537416.16
4138,5.0,,Clifton,141710256.69
1189,1.0,2.0,Model Town,31737529.03
1085,1.0,2.0,Clifton,35442949.75
1847,2.0,3.0,Gulberg,56987839.85
3424,4.0,3.0,Gulshan,59992632.65
2435,3.0,4.0,Model Town,54111020.76
1865,2.0,2.0,DHA,71603216.76
1917,3.0,4.0,North Nazimabad,34018355.43
5001,7.0,6.0,North Nazimabad,75607505.16
5681,,8.0,PECHS,121154380.75
1131,1.0,2.0,Clifton,41601788.98
3171,4.0,5.0,Clifton,111798010.05
859,1.0,2.0,Model Town,23875714.0
1652,1.0,1.0,PECHS,33792534.96
3218,4.0,5.0,Clifton,113423988.49
1944,3.0,4.0,North Nazimabad,27453889.01
4668,5.0,6.0,Model Town,109248024.56
2359,3.0,2.0,Model Town,63133019.94
1323,2.0,3.0,Gulshan,25109361.39
